100, 45.599998
200, 85.699997
300, 141.800003
400, 196.699997
500, 240.100006
600, 292.000000
700, 324.899994
800, 354.799988
900, 415.899994
1000, 460.700012
1100, 504.700012
1200, 575.000000
1300, 632.200012
1400, 696.000000
1500, 721.299988
1600, 771.200012
1700, 826.099976
1800, 905.500000
1900, 920.000000
2000, 997.799988
2100, 1000.400024
2200, 1086.900024
2300, 1091.599976
2400, 1160.199951
2500, 1217.400024
2600, 1284.400024
2700, 1349.300049
2800, 1399.699951
2900, 1409.000000
3000, 1484.099976
3100, 1544.000000
3200, 1508.199951
3300, 1450.099976
3400, 1590.699951
3500, 1658.400024
3600, 1663.099976
3700, 1800.900024
3800, 1588.099976
3900, 1731.400024
4000, 1791.900024
4100, 1949.099976
4200, 1918.800049
4300, 2027.500000
4400, 2146.600098
4500, 2180.199951
4600, 2193.100098
4700, 2258.500000
4800, 2288.399902
4900, 2389.399902
5000, 2388.899902
5100, 2392.699951
5200, 2542.500000
5300, 2523.500000
5400, 2575.899902
5500, 2568.100098
5600, 2737.000000
5700, 2805.300049
5800, 2834.600098
5900, 2862.500000
6000, 2935.500000
6100, 2974.000000
6200, 3035.100098
6300, 3094.899902
6400, 3180.699951
6500, 3220.399902
6600, 3296.100098
6700, 3329.300049
6800, 3381.699951
6900, 3445.899902
7000, 3403.100098
7100, 3410.000000
7200, 3551.399902
7300, 3559.300049
7400, 3714.500000
7500, 3688.300049
7600, 3808.500000
7700, 3807.500000
7800, 3898.100098
7900, 3946.899902
8000, 3994.300049
8100, 4010.000000
8200, 4085.500000
8300, 4103.799805
8400, 4180.600098
8500, 4220.000000
8600, 4265.700195
8700, 4346.500000
8800, 4360.899902
8900, 4410.299805
9000, 4464.500000
9100, 4502.100098
9200, 4571.600098
9300, 4601.799805
9400, 4666.100098
9500, 4677.799805
9600, 4660.100098
9700, 4807.399902
9800, 4799.700195
9900, 4942.700195
10000, 4864.899902
10100, 4986.899902
10200, 4956.700195
10300, 5042.500000
10400, 5070.200195
10500, 5103.200195
10600, 5212.399902
10700, 5285.399902
10800, 5347.700195
10900, 5430.000000
11000, 5381.399902
11100, 5390.600098
11200, 5515.700195
11300, 5586.399902
11400, 5557.200195
11500, 5585.700195
11600, 5711.799805
11700, 5800.299805
11800, 5841.799805
11900, 5882.299805
12000, 5880.100098
12100, 5928.700195
12200, 5986.100098
12300, 6066.600098
12400, 6175.600098
12500, 6123.299805
12600, 6272.299805
12700, 6296.200195
12800, 6405.600098
12900, 6490.200195
13000, 6531.700195
13100, 6585.799805
13200, 6522.299805
13300, 6541.799805
13400, 6649.000000
13500, 6736.100098
13600, 6731.899902
13700, 6854.299805
13800, 6875.700195
13900, 6961.899902
14000, 6952.799805
14100, 7073.399902
14200, 7030.100098
14300, 7083.799805
14400, 7140.100098
14500, 7243.399902
14600, 7230.299805
14700, 7329.899902
14800, 7396.500000
14900, 7370.899902
15000, 7481.200195
15100, 7513.500000
15200, 7692.600098
15300, 7630.500000
15400, 7685.500000
15500, 7744.200195
15600, 7801.200195
15700, 7750.100098
15800, 6344.799805
15900, 7836.799805
16000, 7872.899902
16100, 7631.299805
16200, 7929.200195
16300, 6973.799805
16400, 6772.399902
16500, 7632.500000
16600, 7891.700195
16700, 7873.700195
16800, 7924.299805
16900, 8310.700195
17000, 8265.799805
17100, 8428.700195
17200, 8353.400391
17300, 8431.000000
17400, 8504.400391
17500, 8652.500000
17600, 8484.500000
17700, 8495.599609
17800, 8614.299805
17900, 8712.599609
18000, 8684.299805
18100, 8801.000000
18200, 8908.700195
18300, 9026.000000
18400, 8996.900391
18500, 9174.299805
18600, 9034.900391
18700, 9275.099609
18800, 7684.399902
18900, 7608.100098
19000, 8813.599609
19100, 9041.099609
19200, 9228.299805
19300, 9378.099609
19400, 8771.799805
19500, 9099.200195
19600, 9240.299805
19700, 9365.900391
19800, 9180.400391
19900, 9567.500000
20000, 9871.299805
20100, 9687.500000
20200, 9805.799805
20300, 9956.099609
20400, 9810.500000
20500, 9967.299805
20600, 10199.700195
20700, 9908.599609
20800, 10074.299805
20900, 10200.299805
21000, 10157.599609
21100, 10110.000000
21200, 10110.000000
21300, 10368.400391
21400, 10510.000000
21500, 10510.000000
21600, 10479.599609
21700, 10577.599609
21800, 10668.299805
21900, 10847.000000
22000, 10876.599609
22100, 10874.799805
22200, 10964.099609
22300, 11032.000000
22400, 11089.599609
22500, 11117.000000
22600, 11069.599609
22700, 11113.099609
22800, 11236.000000
22900, 11208.400391
23000, 11384.400391
23100, 11390.900391
23200, 11483.900391
23300, 11580.599609
23400, 11588.299805
23500, 11528.099609
23600, 11584.200195
23700, 11695.700195
23800, 11758.799805
23900, 11828.700195
24000, 11742.000000
24100, 11833.299805
24200, 11969.599609
24300, 11938.000000
24400, 12029.599609
24500, 12091.299805
24600, 12082.500000
24700, 12148.299805
24800, 12219.700195
24900, 12205.000000
25000, 12321.099609
25100, 12285.599609
25200, 12346.700195
25300, 12521.900391
25400, 12425.000000
25500, 12516.400391
25600, 12598.299805
25700, 12527.500000
25800, 12557.500000
25900, 12711.200195
26000, 12778.200195
26100, 12647.000000
26200, 12874.599609
26300, 12979.200195
26400, 12932.000000
26500, 13069.500000
26600, 13055.400391
26700, 13214.700195
26800, 13203.799805
26900, 13285.900391
27000, 13415.400391
27100, 13318.500000
27200, 13442.099609
27300, 13399.500000
27400, 13387.799805
27500, 13552.099609
27600, 13773.500000
27700, 13582.700195
27800, 13746.000000
27900, 13711.700195
28000, 13719.000000
28100, 13812.000000
28200, 13943.099609
28300, 13878.500000
28400, 13983.400391
28500, 14186.799805
28600, 14120.000000
28700, 14151.900391
28800, 14204.799805
28900, 14260.500000
29000, 14285.000000
29100, 14295.400391
29200, 14379.700195
29300, 14549.500000
29400, 14660.700195
29500, 14622.700195
29600, 14655.400391
29700, 14687.099609
29800, 14649.000000
29900, 14724.099609
30000, 14986.000000
30100, 14688.000000
30200, 14860.400391
30300, 14928.799805
30400, 15067.799805
30500, 14960.000000
30600, 15157.700195
30700, 15256.599609
30800, 15207.700195
30900, 15239.299805
31000, 15318.900391
31100, 15329.299805
31200, 15317.799805
31300, 15472.400391
31400, 15629.000000
31500, 15712.900391
31600, 15860.000000
31700, 15825.799805
31800, 15969.299805
31900, 15994.500000
32000, 15922.700195
32100, 15909.599609
32200, 16081.500000
32300, 15994.900391
32400, 16288.900391
32500, 16077.700195
32600, 16310.700195
32700, 16255.400391
32800, 16371.599609
32900, 16435.900391
33000, 16419.500000
33100, 16479.699219
33200, 16552.500000
33300, 16598.900391
33400, 16702.800781
33500, 16794.000000
33600, 16764.599609
33700, 16815.199219
33800, 16909.000000
